32, Private, 116539, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 55, United-States, >50K
39, Private, 126494, HS-grad, 9, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 257735, 9th, 5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 1161363, Some-college, 10, Separated, Tech-support, Unmarried, White, Female, 0, 0, 50, Columbia, <=50K
28, Private, 221452, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
74, Private, 260669, 10th, 6, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 1, United-States, <=50K
40, Private, 192344, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
35, Private, 80479, Assoc-voc, 11, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
35, Self-emp-not-inc, 108808, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
41, Private, 175674, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
38, Private, 272950, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
29, Self-emp-not-inc, 160786, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, >50K
46, Self-emp-not-inc, 122206, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
46, Private, 121168, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
40, Private, 209547, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
29, Federal-gov, 244473, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 40, United-States, >50K
39, Private, 176296, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 60, United-States, <=50K
31, Private, 91666, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 60, United-States, <=50K
50, Local-gov, 191025, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 4650, 0, 70, United-States, <=50K
31, State-gov, 63704, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
27, Private, 31659, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
27, Private, 191230, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 25, United-States, <=50K
28, Private, 56340, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
21, Private, 221157, HS-grad, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 30, United-States, <=50K
57, Local-gov, 143910, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
56, Local-gov, 435836, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
48, Private, 209182, Preschool, 1, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, El-Salvador, <=50K
36, Self-emp-inc, 107218, Some-college, 10, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male, 0, 0, 55, United-States, <=50K
51, Private, 55500, 12th, 8, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Local-gov, 357962, Assoc-acdm, 12, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
43, Private, 200355, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, >50K
51, Local-gov, 184542, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, State-gov, 206927, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 54310, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 40, United-States, >50K
35, Private, 208165, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
40, Private, 146908, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 40, United-States, >50K
39, Private, 318416, 10th, 6, Separated, Other-service, Own-child, Black, Female, 0, 0, 12, United-States, <=50K
23, Private, 69911, Preschool, 1, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K
26, Private, 305304, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Local-gov, 295289, HS-grad, 9, Never-married, Prof-specialty, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
29, Private, 275110, Some-college, 10, Separated, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 42, United-States, <=50K
30, Private, 339773, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
57, State-gov, 399246, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 1485, 40, China, <=50K
37, Self-emp-inc, 51264, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
39, Private, 49020, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 3103, 0, 48, United-States, >50K
37, Private, 178100, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
21, Private, 176178, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 16, United-States, <=50K
25, State-gov, 180884, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 40, United-States, <=50K
61, State-gov, 130466, HS-grad, 9, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
59, Private, 328525, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 2414, 0, 15, United-States, <=50K
28, Private, 142712, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 176321, Some-college, 10, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
47, Private, 145041, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Cuba, >50K
29, Private, 95423, HS-grad, 9, Married-AF-spouse, Transport-moving, Husband, White, Male, 0, 0, 80, United-States, <=50K
49, Self-emp-not-inc, 215096, 9th, 5, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
41, Local-gov, 177599, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
33, Private, 123920, Some-college, 10, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
40, Private, 46990, Doctorate, 16, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 20, United-States, >50K
32, Private, 388672, Some-college, 10, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 16, United-States, <=50K
48, Private, 149210, Bachelors, 13, Divorced, Sales, Not-in-family, Black, Male, 0, 0, 40, United-States, >50K
24, Private, 134787, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
50, Private, 185407, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 38, United-States, >50K
31, State-gov, 86143, HS-grad, 9, Never-married, Protective-serv, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
23, Private, 41721, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, >50K
35, Private, 195744, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Local-gov, 96062, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 215150, 9th, 5, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
52, Private, 270728, 7th-8th, 4, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 48, Cuba, <=50K
44, Private, 75012, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 80, United-States, <=50K
43, Private, 206139, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
39, Private, 50700, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 224258, 7th-8th, 4, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, Mexico, >50K
31, Private, 240441, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 1564, 40, United-States, >50K
40, Self-emp-not-inc, 406811, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
28, Local-gov, 34452, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
19, Private, 361341, 12th, 8, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 25, Thailand, <=50K
35, Private, 78247, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
44, Private, 106900, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
40, Self-emp-not-inc, 165108, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, England, <=50K
20, Private, 406641, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, <=50K
55, Private, 171467, HS-grad, 9, Divorced, Craft-repair, Unmarried, Black, Male, 0, 0, 48, United-States, >50K
30, Private, 341187, 7th-8th, 4, Separated, Transport-moving, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
38, Private, 119177, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K
75, Private, 104896, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 2653, 0, 20, United-States, <=50K
17, Private, 342752, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States, <=50K
20, Private, 47541, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 30, United-States, <=50K
25, Private, 233461, Assoc-acdm, 12, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
27, Private, 303954, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
19, Private, 163015, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
21, Private, 75763, Some-college, 10, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
19, Private, 43003, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
42, Private, 328239, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 130856, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 36, United-States, <=50K
47, Self-emp-not-inc, 190072, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Iran, >50K
59, Private, 170148, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
50, Private, 104501, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
48, Self-emp-inc, 213140, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 80, United-States, <=50K
33, Local-gov, 175509, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 173611, Assoc-acdm, 12, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 148995, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 99999, 0, 30, United-States, >50K
24, Private, 64520, 7th-8th, 4, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 139822, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
24, Private, 258700, 5th-6th, 3, Never-married, Farming-fishing, Other-relative, Black, Male, 0, 0, 40, Mexico, <=50K
29, Private, 34796, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 124963, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 30, United-States, <=50K
24, Private, 65743, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
28, Private, 161087, Some-college, 10, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 45, Jamaica, <=50K
36, Federal-gov, 203836, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 50, United-States, <=50K
58, State-gov, 110199, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 316059, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K
42, Private, 255667, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
39, Private, 193689, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 60722, Bachelors, 13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
39, Private, 187847, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 233275, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
51, Private, 215404, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male, 15024, 0, 40, United-States, >50K
45, Private, 201865, Bachelors, 13, Married-spouse-absent, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 118889, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
23, State-gov, 368739, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 123833, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 1408, 40, United-States, <=50K
38, Private, 171344, 11th, 7, Married-spouse-absent, Transport-moving, Own-child, White, Male, 0, 0, 36, Mexico, <=50K
39, Private, 153976, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 374883, Assoc-voc, 11, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
17, Private, 167658, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 6, United-States, <=50K
31, Private, 348504, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
22, Private, 258509, HS-grad, 9, Never-married, Transport-moving, Own-child, Black, Male, 0, 0, 24, United-States, <=50K
47, State-gov, 108890, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 1831, 0, 38, United-States, <=50K
28, Private, 188236, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
41, Private, 425049, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, >50K
29, Private, 142555, Masters, 14, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 42, United-States, <=50K
42, Self-emp-not-inc, 29320, Prof-school, 15, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 60, United-States, >50K
52, Federal-gov, 207841, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 187329, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
28, Private, 270973, Assoc-acdm, 12, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
46, Private, 197332, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 46, United-States, >50K
45, Local-gov, 160187, HS-grad, 9, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
21, Private, 197918, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
74, Private, 192290, 10th, 6, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 20, United-States, <=50K
29, Private, 241895, HS-grad, 9, Married-civ-spouse, Transport-moving, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
39, Local-gov, 164515, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
44, Private, 147206, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 45, United-States, >50K
23, Self-emp-inc, 306868, Bachelors, 13, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
32, Local-gov, 169837, Assoc-acdm, 12, Divorced, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
43, Private, 185057, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 30, United-States, >50K
23, Private, 240049, Preschool, 1, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Laos, <=50K
18, Private, 164441, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 38, United-States, <=50K
38, Private, 179314, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 319854, Bachelors, 13, Separated, Prof-specialty, Not-in-family, White, Male, 4650, 0, 35, United-States, <=50K
19, Self-emp-inc, 148955, Some-college, 10, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female, 0, 0, 35, South, <=50K
23, Private, 32950, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 4101, 0, 40, United-States, <=50K
37, Private, 206699, HS-grad, 9, Divorced, Tech-support, Own-child, White, Male, 0, 0, 45, United-States, <=50K
25, Private, 385646, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 168598, 12th, 8, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 3103, 0, 40, United-States, >50K
32, Private, 97306, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K
18, Self-emp-not-inc, 29582, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 220284, HS-grad, 9, Never-married, Transport-moving, Unmarried, White, Male, 0, 0, 40, Mexico, <=50K
53, Private, 240914, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 115496, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
27, Private, 105817, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
24, State-gov, 330836, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Self-emp-not-inc, 36327, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K
23, Private, 33423, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
45, Private, 75673, Assoc-voc, 11, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
36, Private, 185744, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 35, United-States, >50K
36, Private, 186035, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 40, United-States, >50K
44, Local-gov, 196456, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 1669, 40, United-States, <=50K
24, Private, 111450, HS-grad, 9, Never-married, Transport-moving, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
39, Private, 115289, Some-college, 10, Divorced, Sales, Own-child, White, Male, 0, 1380, 70, United-States, <=50K
50, Private, 74879, HS-grad, 9, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 117312, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 15024, 0, 40, United-States, >50K
58, Private, 272902, Bachelors, 13, Widowed, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
44, Self-emp-inc, 220230, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 48, United-States, <=50K
24, Private, 90934, Bachelors, 13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, 0, 0, 55, United-States, <=50K
52, Self-emp-inc, 234286, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
46, Private, 364548, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 8614, 0, 40, United-States, >50K
50, Self-emp-inc, 283676, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 60, United-States, >50K
34, Private, 195602, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States, <=50K
40, Private, 70761, Assoc-acdm, 12, Never-married, Tech-support, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
53, Private, 142717, Bachelors, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 124242, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 287797, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
22, Private, 188274, Assoc-acdm, 12, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 171968, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 218490, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, Germany, >50K
43, Local-gov, 94937, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 28, United-States, <=50K
60, Private, 109511, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
49, Local-gov, 269527, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 40, United-States, >50K
34, Self-emp-not-inc, 120672, 7th-8th, 4, Never-married, Handlers-cleaners, Unmarried, Black, Male, 0, 0, 10, United-States, <=50K
46, Private, 130779, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
46, Local-gov, 441542, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K
69, Private, 114801, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 20, United-States, <=50K
32, Private, 180284, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
40, Local-gov, 27444, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
61, Private, 180382, 5th-6th, 3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 3411, 0, 45, United-States, <=50K
56, Private, 143266, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
47, Private, 139268, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 126208, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
37, Private, 186191, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 46, United-States, <=50K
51, Private, 197163, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 2559, 50, United-States, >50K
44, State-gov, 193524, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 40, United-States, >50K
33, Private, 181388, HS-grad, 9, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
51, Self-emp-not-inc, 124963, Prof-school, 15, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 80, United-States, >50K
24, Private, 188925, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Self-emp-not-inc, 149230, Assoc-voc, 11, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
40, Private, 388725, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 113543, Masters, 14, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
69, Federal-gov, 143849, 11th, 7, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
41, Self-emp-not-inc, 97277, Assoc-voc, 11, Divorced, Other-service, Unmarried, White, Female, 0, 0, 10, United-States, <=50K
40, Private, 199303, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
57, Private, 124852, Some-college, 10, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
26, Private, 50053, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, <=50K
53, Private, 97005, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 46, United-States, >50K
39, Private, 337898, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
51, Federal-gov, 124076, Bachelors, 13, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
56, Federal-gov, 277420, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Puerto-Rico, >50K
51, Private, 280278, 10th, 6, Separated, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
17, Private, 241185, 12th, 8, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 20, United-States, <=50K
42, Private, 202188, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 1741, 50, United-States, <=50K
42, Private, 198422, Some-college, 10, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 82242, Prof-school, 15, Never-married, Prof-specialty, Unmarried, White, Male, 27828, 0, 45, Germany, >50K
33, Private, 178429, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
43, Private, 212847, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
64, Self-emp-not-inc, 219661, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 9, United-States, >50K
40, Private, 321856, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 60, United-States, >50K
